Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Day,Month,Year,orderd_hours,orderd_minutes,picked_hours,picked_minutes,Delivery_time
36.0,5.0,19.876428,75.364792,19.956428,75.444792,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,12,2,2022,23,10,23,15,25
34.0,4.2,21.149834,72.778666,21.199834,72.828666,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,30,3,2022,23,45,23,50,30
25.0,4.9,12.326356,76.619103,12.436356,76.729103,Windy,Low,2,Buffet,scooter,1.0,No,,4,4,2022,22,10,22,25,13
28.0,4.9,11.021278,76.995017,11.111278,77.085017,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,8,3,2022,20,25,20,40,15
34.0,4.7,22.311844,73.165081,22.371844,73.225081,Fog,Low,1,Snack,scooter,0.0,No,Urban,28,3,2022,23,50,24,0,15
20.0,4.6,22.651847,75.881991,22.681847,75.911991,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,5,4,2022,21,15,21,30,24
39.0,4.7,12.972532,77.608179,13.012532,77.648179,Sunny,High,1,Snack,motorcycle,,No,Metropolitian,13,3,2022,14,55,15,0,18
25.0,4.8,23.357804,85.325146,23.407804,85.375146,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,3,4,2022,22,55,23,5,18
37.0,4.9,25.451646,81.832796,25.511646,81.892796,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,15,2,2022,20,55,21,5,26
31.0,4.7,22.74806,75.8934,22.78806,75.9334,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,3,2022,16,25,16,35,28
39.0,5.0,23.359194,85.325447,23.399194,85.365447,Fog,High,1,Drinks,motorcycle,1.0,No,Urban,11,3,2022,12,25,12,35,29
26.0,4.7,19.207222,72.972281,19.237222,73.002281,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,17,3,2022,17,55,18,10,27
27.0,4.9,23.359033,85.325347,23.449033,85.415347,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,2,3,2022,23,10,23,20,22
28.0,4.7,0.0,0.0,0.05,0.05,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,3,2022,19,59,20,10,21
30.0,4.9,22.695207,75.866059,22.825207,75.996059,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,25,3,2022,23,55,24,5,27
21.0,4.8,30.362686,78.06889,30.442686,78.14889,Cloudy,Medium,1,Meal,scooter,1.0,No,Urban,16,2,2022,17,20,17,25,39
33.0,4.8,26.913483,75.803139,26.993483,75.883139,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,3,2022,22,10,22,25,26
20.0,3.1,22.310237,73.158921,22.390237,73.238921,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,8,3,2022,24,0,24,10,41
26.0,4.2,23.351058,85.325731,23.461058,85.435731,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,23,3,2022,19,25,19,30,35
21.0,5.0,22.728163,75.884212,22.858163,76.014212,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,2,4,2022,17,10,17,15,25
38.0,4.6,12.98041,77.640489,13.05041,77.710489,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,3,2022,22,59,23,5,26
36.0,4.9,27.163303,78.057044,27.203303,78.097044,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,11,2,2022,13,25,13,30,25
25.0,4.8,13.091809,80.219104,13.171809,80.299104,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,4,3,2022,22,25,22,35,15
33.0,4.6,11.021278,76.995017,11.101278,77.075017,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,16,3,2022,23,20,23,30,29
29.0,4.8,22.728163,75.884212,22.758163,75.914212,Stormy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,3,3,2022,18,30,18,45,23
37.0,5.0,18.994237,72.825553,19.024237,72.855553,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,3,3,2022,17,15,17,30,32
35.0,4.4,22.725748,75.898497,22.765747,75.938497,Fog,High,1,Buffet,motorcycle,2.0,No,Metropolitian,15,3,2022,14,30,14,45,39
32.0,4.7,12.934365,77.616155,12.944365,77.626155,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,13,3,2022,10,40,10,50,24
33.0,4.7,17.440827,78.393391,17.480827,78.433391,Sunny,High,0,Buffet,motorcycle,0.0,No,Urban,28,3,2022,13,45,13,50,22
21.0,4.9,22.728163,75.884212,22.778163,75.934212,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,7,3,2022,19,59,20,15,29
31.0,4.7,18.51421,73.838429,18.59421,73.918429,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,20,3,2022,17,40,17,45,39
35.0,4.8,25.443994,81.860187,25.453994,81.870187,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,15,2,2022,12,0,12,5,44
29.0,2.5,13.091809,80.219104,13.201809,80.329104,Sunny,Low,1,Snack,motorcycle,2.0,No,Metropolitian,25,3,2022,22,40,22,55,35
34.0,4.1,19.103249,72.846749,19.193249,72.936749,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,20,3,2022,21,30,21,35,31
34.0,4.8,26.905287,75.794592,27.035287,75.924592,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,25,3,2022,17,35,17,50,24
22.0,4.6,22.74806,75.8934,22.85806,76.0034,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,27,3,2022,20,25,20,40,18
39.0,4.7,12.323994,76.626167,12.383994,76.686167,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,13,3,2022,22,35,22,50,26
26.0,4.5,18.55144,73.804855,18.58144,73.834855,Windy,Low,2,Drinks,scooter,0.0,,Urban,3,3,2022,23,45,24,0,12
33.0,4.9,12.304569,76.643622,12.324569,76.663622,Sunny,Low,1,Meal,motorcycle,0.0,No,Urban,15,3,2022,10,40,10,45,14
23.0,4.9,22.310329,73.169083,22.440329,73.299083,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,2,3,2022,23,55,24,0,23
23.0,4.6,0.0,0.0,0.09,0.09,Sandstorms,Jam,2,Snack,scooter,0.0,No,Urban,16,3,2022,19,35,19,45,22
29.0,4.9,12.311072,76.654878,12.371072,76.714878,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,1,3,2022,19,59,20,10,26
39.0,5.0,13.091809,80.219104,13.141809,80.269104,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,19,3,2022,18,0,18,15,15
38.0,4.7,22.695207,75.866059,22.805207,75.976059,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,2,4,2022,21,45,21,50,36
39.0,4.9,26.766536,75.837333,26.786536,75.857333,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,30,3,2022,10,45,10,55,18
25.0,4.7,27.160832,78.011608,27.240832,78.091608,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,18,2,2022,21,35,21,50,17
30.0,4.7,0.0,0.0,0.04,0.04,Windy,High,1,Buffet,motorcycle,0.0,No,Urban,11,2,2022,12,25,12,30,25
35.0,4.1,19.207222,72.972281,19.277222,73.042281,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,8,3,2022,21,20,21,30,45
,,0.0,0.0,0.02,0.02,,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,2,2022,18,31,9,10,14
26.0,5.0,21.160522,72.771477,21.180522,72.791477,Sunny,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,1,3,2022,8,50,8,55,16
20.0,5.0,21.157729,72.768726,21.267729,72.878726,Fog,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,27,3,2022,22,50,23,5,24
27.0,4.7,12.326356,76.619103,12.406356,76.699103,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,3,2022,23,15,23,25,22
35.0,4.6,18.53408,73.89852,18.62408,73.98852,Sunny,Low,1,Snack,motorcycle,1.0,No,,10,3,2022,22,50,22,55,25
38.0,4.9,23.374989,85.335486,23.404989,85.365486,Windy,Low,2,Drinks,scooter,,No,Metropolitian,1,4,2022,23,15,23,30,29
24.0,4.6,19.876219,75.346017,19.956219,75.426017,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16,2,2022,23,25,23,40,20
32.0,4.5,12.906229,77.596791,13.016229,77.706791,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,3,2022,23,30,23,35,29
35.0,4.7,21.186438,72.794115,21.296438,72.904115,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,16,3,2022,17,55,18,0,38
23.0,4.0,26.913726,75.75282,26.933726,75.77282,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,19,3,2022,8,15,8,30,15
23.0,4.9,12.970324,77.645748,13.000324,77.675748,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Urban,11,3,2022,18,10,18,25,18
39.0,4.1,27.163303,78.057044,27.273303,78.167044,Cloudy,Jam,1,Snack,scooter,1.0,No,Urban,16,2,2022,21,10,21,15,47
39.0,4.6,12.934179,77.615797,12.944179,77.625797,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,30,3,2022,10,40,10,50,27
37.0,5.0,-9.982834,76.283268,10.042834,76.343268,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,13,2,2022,18,20,18,25,29
31.0,3.9,12.323994,76.626167,12.433994,76.736167,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,2,3,2022,20,30,20,35,44
27.0,4.2,26.90519,75.810753,27.01519,75.920753,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,10,3,2022,19,55,20,10,39
38.0,4.9,12.933284,77.615428,12.943284,77.625428,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,7,3,2022,9,45,10,0,14
23.0,4.7,17.440827,78.393391,17.520827,78.473391,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,3,2022,18,0,18,15,30
36.0,4.1,19.22384,72.841347,19.29384,72.911347,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,6,3,2022,22,0,22,10,32
22.0,4.7,10.994136,76.963303,11.044136,77.013303,Cloudy,Low,1,Snack,scooter,,No,Urban,5,3,2022,23,45,24,0,12
23.0,4.9,23.371292,85.327872,23.481292,85.437872,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,4,4,2022,17,25,17,30,17
22.0,4.9,18.546947,73.900626,18.636947,73.990626,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,12,3,2022,18,30,18,35,13
31.0,4.9,26.911927,75.797282,27.001927,75.887282,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,3,2022,23,40,23,45,22
25.0,4.6,17.430448,78.418213,17.450448,78.438213,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,30,3,2022,9,0,9,15,18
22.0,4.9,13.054347,80.257221,13.184347,80.387221,Windy,Medium,1,Meal,scooter,,No,Metropolitian,12,3,2022,18,55,19,0,21
35.0,4.7,27.157772,78.04725,27.287772,78.17725,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Urban,18,2,2022,22,20,22,25,23
37.0,4.6,21.186438,72.794115,21.296438,72.904115,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,4,3,2022,23,15,23,30,44
36.0,4.3,0.0,0.0,0.13,0.13,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,25,3,2022,20,35,20,50,35
31.0,4.2,18.536562,73.896485,18.666562,74.026485,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,14,3,2022,19,59,20,5,36
36.0,4.6,18.546947,73.900626,18.566947,73.920626,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,3,2022,9,30,9,45,15
39.0,4.5,17.431477,78.40035,17.451477,78.42035,Fog,Low,2,Buffet,scooter,1.0,No,Urban,5,3,2022,10,30,10,45,17
27.0,4.8,19.1093,72.825451,19.1993,72.915451,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,8,3,2022,17,15,17,25,42
26.0,4.6,17.41233,78.449654,17.52233,78.559654,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,2,4,2022,21,30,21,45,39
36.0,4.9,18.927584,72.832585,18.947584,72.852585,Windy,Low,1,Snack,motorcycle,,No,Urban,5,3,2022,8,45,8,55,22
38.0,4.4,26.90519,75.810753,27.01519,75.920753,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,18,3,2022,22,0,22,15,45
23.0,4.7,26.483042,80.317833,26.593042,80.427833,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,14,2,2022,21,25,21,35,20
35.0,4.8,22.727021,75.884167,22.787021,75.944167,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30,3,2022,19,45,19,50,19
35.0,3.6,23.353783,85.326967,23.443783,85.416967,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Urban,14,3,2022,21,45,21,50,31
34.0,3.5,19.879631,75.323403,19.989631,75.433403,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,18,2,2022,18,30,18,40,34
26.0,4.9,0.0,0.0,0.06,0.06,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,1,3,2022,23,45,24,0,15
32.0,5.0,19.875522,75.367127,19.885522,75.377127,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,17,2,2022,10,15,10,30,26
21.0,5.0,17.431477,78.40035,17.451477,78.42035,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,24,3,2022,10,15,10,20,11
22.0,4.9,11.010375,76.95295,11.080375,77.02295,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,20,3,2022,21,40,21,45,33
34.0,4.7,22.761226,75.887522,22.771226,75.897522,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,17,3,2022,9,50,10,0,17
21.0,5.0,26.913726,75.75282,26.943726,75.78282,Fog,Medium,1,Buffet,scooter,0.0,No,Urban,5,3,2022,17,10,17,15,12
28.0,4.7,0.0,0.0,0.06,0.06,Fog,Low,1,Drinks,scooter,0.0,No,Urban,24,3,2022,24,0,24,15,10
31.0,4.0,13.091809,80.219104,13.131809,80.259104,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,17,3,2022,14,50,15,0,31
27.0,4.9,19.055831,72.833984,19.135831,72.913984,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,16,3,2022,22,20,22,25,18
25.0,4.7,12.978453,77.643685,12.998453,77.663685,Sunny,Low,1,Snack,scooter,,No,Metropolitian,19,3,2022,10,40,10,45,20
31.0,4.0,12.352058,76.60665,12.462058,76.71665,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,29,3,2022,19,45,19,55,40
34.0,4.3,26.913987,75.752891,26.953987,75.792891,Cloudy,High,0,Meal,motorcycle,2.0,No,Metropolitian,7,3,2022,12,10,12,20,33
23.0,4.6,17.424114,78.347554,17.504114,78.427554,Sandstorms,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,4,3,2022,18,35,18,50,22
24.0,4.9,9.985497,76.276999,10.035497,76.326999,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,15,2,2022,21,35,21,45,29
35.0,4.0,11.008638,76.984311,11.018638,76.994311,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,7,3,2022,11,40,11,50,31
35.0,4.8,26.492106,80.327797,26.542106,80.377797,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,2,2022,24,0,24,10,22
30.0,4.6,22.74806,75.8934,22.80806,75.9534,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,5,4,2022,17,25,17,35,27
25.0,4.8,18.593481,73.785901,18.683481,73.875901,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,27,3,2022,17,45,17,55,28
24.0,5.0,12.970221,77.645396,13.030221,77.705396,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,3,4,2022,19,0,19,5,25
29.0,4.5,22.651847,75.881991,22.681847,75.911991,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,3,2022,18,55,19,10,25
37.0,4.0,17.483216,78.552111,17.543216,78.612111,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,3,2022,22,20,22,30,33
32.0,4.7,12.3085,76.665808,12.3985,76.755808,Sandstorms,Medium,2,Drinks,scooter,0.0,No,Metropolitian,4,3,2022,18,15,18,20,26
38.0,4.9,11.003681,76.975525,11.013681,76.985525,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,5,3,2022,9,25,9,30,15
23.0,4.2,26.481547,80.299775,26.621547,80.439775,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,18,2,2022,17,30,17,40,36
27.0,4.6,26.902328,75.794257,26.942328,75.834257,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,17,3,2022,12,40,12,50,15
38.0,4.8,12.326356,76.619103,12.336356,76.629103,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,28,3,2022,8,40,8,55,27
25.0,4.6,0.0,0.0,0.07,0.07,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,16,2,2022,19,35,19,45,29
,,22.31279,73.170283,22.35279,73.210283,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,9,3,2022,18,31,13,5,27
36.0,5.0,13.022394,80.242439,13.082394,80.302439,Sunny,Jam,1,Snack,scooter,0.0,No,Urban,28,3,2022,21,25,21,30,15
24.0,4.6,19.003517,72.82765,19.023517,72.84765,Fog,Low,1,Drinks,scooter,1.0,No,Urban,13,3,2022,10,35,10,45,12
30.0,4.0,26.892312,75.806896,26.942312,75.856896,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,24,3,2022,17,50,18,0,32
36.0,4.7,22.311603,73.165012,22.331603,73.185012,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,5,3,2022,8,15,8,20,15
32.0,4.4,22.539129,88.365507,22.599129,88.425507,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,17,2,2022,21,40,21,55,33
29.0,4.7,21.15276,72.778059,21.17276,72.798059,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,1,3,2022,8,45,8,55,12
39.0,4.8,13.026279,80.174568,13.076279,80.224568,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,21,3,2022,20,20,20,25,40
27.0,4.7,22.310526,73.170937,22.350526,73.210937,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,11,3,2022,14,35,14,45,24
28.0,4.6,23.369746,85.33982,23.479746,85.44982,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Urban,29,3,2022,17,50,18,0,19
22.0,4.9,10.96185,76.971082,11.09185,77.101082,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,2,4,2022,21,35,21,45,34
31.0,4.9,22.307898,73.167788,22.317898,73.177788,Sunny,Low,2,Meal,scooter,1.0,No,Urban,1,4,2022,10,35,10,40,16
33.0,4.7,17.424114,78.347554,17.494114,78.417554,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,12,3,2022,21,25,21,30,50
34.0,4.3,17.429585,78.392621,17.479585,78.442621,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,11,3,2022,18,25,18,40,32
32.0,4.3,13.029198,77.570997,13.109198,77.650997,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,14,3,2022,20,55,21,10,33
34.0,4.0,26.474133,80.3481,26.604133,80.4781,Cloudy,Jam,2,Buffet,electric_scooter,2.0,No,Metropolitian,18,2,2022,21,15,21,20,40
27.0,4.8,26.482581,80.315628,26.492581,80.325628,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,2,2022,8,45,8,50,14
29.0,4.7,21.157735,72.768778,21.247735,72.858778,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,2,4,2022,23,50,23,55,19
20.0,4.8,19.065838,72.832658,19.125838,72.892658,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,19,3,2022,19,15,19,25,27
,,23.416792,85.316842,23.456792,85.356842,Stormy,Medium,1,Buffet,scooter,1.0,No,Urban,1,4,2022,18,31,16,59,21
27.0,4.9,23.359033,85.325347,23.399033,85.365347,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,13,3,2022,16,45,16,50,28
35.0,4.2,18.927584,72.832585,18.957584,72.862585,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,9,3,2022,22,25,22,35,22
37.0,4.1,21.157729,72.768726,21.197729,72.808726,Sandstorms,High,0,Buffet,motorcycle,2.0,No,Metropolitian,13,3,2022,12,35,12,40,41
37.0,4.7,30.362686,78.06889,30.492686,78.19889,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,12,2,2022,21,20,21,30,39
24.0,4.4,12.334022,76.618203,12.364022,76.648203,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,3,3,2022,19,35,19,50,32
20.0,4.9,13.064181,80.236442,13.174181,80.346442,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,3,2022,23,50,24,5,22
28.0,5.0,17.422819,78.449578,17.472819,78.499578,Cloudy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,21,3,2022,21,35,21,40,30
36.0,4.5,19.065838,72.832658,19.085838,72.852658,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,3,4,2022,10,15,10,25,21
39.0,4.7,12.337978,76.616792,12.397978,76.676792,Sandstorms,Medium,1,Buffet,scooter,0.0,No,Metropolitian,3,3,2022,17,40,17,45,30
32.0,4.9,30.885814,75.786976,30.955814,75.856976,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,12,2,2022,21,10,21,25,30
21.0,5.0,0.0,0.0,0.06,0.06,Stormy,Jam,2,Meal,electric_scooter,1.0,,Metropolitian,17,2,2022,21,45,21,55,12
,,18.554382,73.798206,18.564382,73.808206,,,3,Drinks,bicycle,1.0,No,Urban,26,3,2022,18,31,8,35,19
37.0,4.8,26.846156,75.8023,26.906156,75.8623,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,30,3,2022,19,55,20,10,31
32.0,4.1,22.75004,75.902847,22.79004,75.942847,Windy,High,0,Meal,motorcycle,2.0,No,Urban,9,3,2022,13,10,13,15,40
38.0,4.7,11.001753,76.986241,11.111753,77.096241,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,16,3,2022,22,40,22,50,29
35.0,4.7,22.745536,75.893106,22.825536,75.973106,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,20,3,2022,19,0,19,5,30
27.0,4.2,13.091809,80.219104,13.101809,80.229104,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,1,3,2022,9,30,9,35,29
38.0,4.9,22.310526,73.170937,22.350526,73.210937,Sunny,High,0,Meal,motorcycle,0.0,No,Metropolitian,24,3,2022,12,35,12,40,29
23.0,4.8,12.939496,77.625999,13.069496,77.755999,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,12,3,2022,17,35,17,45,36
31.0,5.0,23.416792,85.316842,23.476792,85.376842,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,11,3,2022,21,10,21,20,21
34.0,4.1,25.454697,81.834492,25.504697,81.884492,Stormy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,13,2,2022,18,10,18,20,33
39.0,4.8,-22.538731,88.364878,22.588731,88.414878,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,17,2,2022,21,35,21,50,36
37.0,4.8,23.357804,85.325146,23.467804,85.435146,Fog,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,14,3,2022,18,30,18,35,37
25.0,5.0,0.0,0.0,0.03,0.03,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,3,4,2022,18,35,18,50,18
37.0,4.7,21.170798,72.790489,21.200798,72.820489,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,9,3,2022,19,10,19,15,24
21.0,4.7,18.533811,73.899315,18.563811,73.929315,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,28,3,2022,22,10,22,15,16
30.0,3.5,26.849596,75.800512,26.989596,75.940512,Windy,Medium,1,Meal,scooter,2.0,No,Metropolitian,16,3,2022,17,25,17,35,37
30.0,4.4,13.022394,80.242439,13.042394,80.262439,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,1,4,2022,8,45,9,0,24
,,11.016298,76.972076,11.106298,77.062076,,,3,Drinks,electric_scooter,1.0,No,Metropolitian,14,3,2022,18,31,17,30,26
32.0,4.5,21.186438,72.794115,21.216438,72.824115,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,24,3,2022,21,10,21,20,28
37.0,3.9,26.911378,75.789034,27.041378,75.919034,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,2,3,2022,21,40,21,55,37
34.0,4.8,15.51315,73.78346,15.60315,73.87346,Fog,Jam,1,Snack,motorcycle,2.0,No,,12,2,2022,20,40,20,50,45
28.0,4.9,0.0,0.0,0.04,0.04,Windy,High,1,Meal,motorcycle,1.0,No,Urban,5,3,2022,14,30,14,35,20
36.0,4.9,12.284747,76.625861,12.344747,76.685861,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,5,4,2022,17,45,17,55,17
,,19.22384,72.841347,19.26384,72.881347,Sandstorms,High,2,Buffet,scooter,1.0,No,Urban,26,3,2022,18,31,14,40,22
32.0,4.0,12.334022,76.618203,12.414022,76.698203,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,6,4,2022,22,35,22,50,40
22.0,5.0,12.933284,77.615428,13.013284,77.695428,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,12,3,2022,19,40,19,55,24
31.0,4.5,23.369746,85.33982,23.409746,85.37982,Sandstorms,High,1,Snack,scooter,0.0,No,Urban,13,3,2022,15,0,15,10,28
35.0,4.7,13.027018,80.254791,13.087018,80.314791,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,5,3,2022,21,35,21,45,30
35.0,4.7,26.891191,75.802083,26.911191,75.822083,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,11,3,2022,9,30,9,40,26
31.0,4.2,13.026279,80.174568,13.096279,80.244568,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,10,3,2022,20,20,20,25,37
24.0,4.4,19.121999,72.908493,19.151999,72.938493,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Urban,24,3,2022,19,45,19,59,32
28.0,4.5,21.175975,72.795503,21.185975,72.805503,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,13,3,2022,9,15,9,30,17
34.0,4.7,17.430448,78.418213,17.470448,78.458213,Sunny,High,0,Drinks,motorcycle,0.0,No,Urban,11,3,2022,14,50,15,0,20
29.0,5.0,17.458998,78.500366,17.548998,78.590366,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,18,3,2022,17,45,17,55,15
